# time and total probability for each time step
2.5e-05	9.9999999999999900e-01
5.0000000000000002e-05	1.0000000000000031e+00
7.5000000000000007e-05	9.9999999999999956e-01
1.0000000000000000e-04	1.0000000000000009e+00
1.2500000000000000e-04	1.0000000000000000e+00
1.5000000000000001e-04	9.9999999999999900e-01
1.7500000000000000e-04	1.0000000000000007e+00
2.0000000000000001e-04	1.0000000000000007e+00
2.2500000000000002e-04	1.0000000000000000e+00
2.5000000000000001e-04	1.0000000000000011e+00
2.7500000000000002e-04	1.0000000000000020e+00
3.0000000000000003e-04	1.0000000000000011e+00
3.2500000000000004e-04	1.0000000000000000e+00
3.5000000000000000e-04	1.0000000000000004e+00
3.7500000000000001e-04	1.0000000000000013e+00
4.0000000000000002e-04	1.0000000000000038e+00
4.2500000000000003e-04	1.0000000000000000e+00
4.5000000000000004e-04	1.0000000000000020e+00
4.7500000000000000e-04	1.0000000000000007e+00
5.0000000000000001e-04	1.0000000000000022e+00
5.2500000000000008e-04	1.0000000000000009e+00
5.5000000000000003e-04	9.9999999999999933e-01
5.7499999999999999e-04	1.0000000000000000e+00
6.0000000000000006e-04	1.0000000000000056e+00
6.2500000000000001e-04	1.0000000000000000e+00
6.5000000000000008e-04	1.0000000000000004e+00
6.7500000000000004e-04	9.9999999999999944e-01
6.9999999999999999e-04	1.0000000000000000e+00
7.2500000000000006e-04	9.9999999999999900e-01
7.5000000000000002e-04	9.9999999999999878e-01
7.7500000000000008e-04	9.9999999999999944e-01
8.0000000000000004e-04	1.0000000000000022e+00
8.2500000000000000e-04	9.9999999999999978e-01
8.5000000000000006e-04	1.0000000000000000e+00
8.7500000000000002e-04	1.0000000000000009e+00
9.0000000000000008e-04	1.0000000000000000e+00
9.2500000000000004e-04	9.9999999999999811e-01
9.5000000000000000e-04	1.0000000000000002e+00
9.7500000000000006e-04	1.0000000000000004e+00
1.0000000000000000e-03	9.9999999999999822e-01
1.0250000000000001e-03	1.0000000000000016e+00
1.0500000000000002e-03	1.0000000000000007e+00
1.0750000000000000e-03	9.9999999999999722e-01
1.1000000000000001e-03	9.9999999999999967e-01
1.1250000000000001e-03	9.9999999999999822e-01
1.1500000000000000e-03	1.0000000000000029e+00
1.1750000000000000e-03	9.9999999999999956e-01
1.2000000000000001e-03	9.9999999999999933e-01
1.2250000000000000e-03	9.9999999999999856e-01
1.2500000000000000e-03	9.9999999999999900e-01
1.2750000000000001e-03	1.0000000000000000e+00
1.3000000000000002e-03	9.9999999999999889e-01
1.3250000000000000e-03	9.9999999999999822e-01
1.3500000000000001e-03	9.9999999999999811e-01
1.3750000000000001e-03	9.9999999999999623e-01
1.4000000000000000e-03	1.0000000000000020e+00
1.4250000000000001e-03	9.9999999999999933e-01
1.4500000000000001e-03	9.9999999999999578e-01
1.4750000000000000e-03	9.9999999999999567e-01
1.5000000000000000e-03	1.0000000000000013e+00
1.5250000000000001e-03	9.9999999999999734e-01
1.5500000000000002e-03	9.9999999999999989e-01
1.5750000000000000e-03	1.0000000000000038e+00
1.6000000000000001e-03	1.0000000000000058e+00
1.6250000000000001e-03	1.0000000000000075e+00
1.6500000000000000e-03	1.0000000000000033e+00
1.6750000000000001e-03	1.0000000000000091e+00
1.7000000000000001e-03	1.0000000000000038e+00
1.7250000000000002e-03	1.0000000000000042e+00
1.7500000000000000e-03	1.0000000000000049e+00
1.7750000000000001e-03	1.0000000000000067e+00
1.8000000000000002e-03	1.0000000000000036e+00
1.8250000000000000e-03	1.0000000000000040e+00
1.8500000000000001e-03	1.0000000000000073e+00
1.8750000000000001e-03	1.0000000000000062e+00
1.9000000000000000e-03	1.0000000000000093e+00
1.9250000000000001e-03	1.0000000000000082e+00
1.9500000000000001e-03	1.0000000000000056e+00
1.9750000000000002e-03	1.0000000000000058e+00
2.0000000000000000e-03	1.0000000000000067e+00
2.0249999999999999e-03	1.0000000000000067e+00
2.0500000000000002e-03	1.0000000000000087e+00
2.0750000000000000e-03	1.0000000000000051e+00
2.1000000000000003e-03	1.0000000000000064e+00
2.1250000000000002e-03	1.0000000000000071e+00
2.1500000000000000e-03	1.0000000000000036e+00
2.1750000000000003e-03	1.0000000000000047e+00
2.2000000000000001e-03	1.0000000000000044e+00
2.2250000000000000e-03	1.0000000000000038e+00
2.2500000000000003e-03	1.0000000000000093e+00
2.2750000000000001e-03	1.0000000000000075e+00
2.3000000000000000e-03	1.0000000000000056e+00
2.3250000000000002e-03	1.0000000000000051e+00
2.3500000000000001e-03	1.0000000000000073e+00
2.3749999999999999e-03	1.0000000000000049e+00
2.4000000000000002e-03	1.0000000000000075e+00
2.4250000000000001e-03	1.0000000000000060e+00
2.4499999999999999e-03	1.0000000000000040e+00
2.4750000000000002e-03	1.0000000000000064e+00
2.5000000000000001e-03	1.0000000000000067e+00
2.5250000000000003e-03	1.0000000000000073e+00
2.5500000000000002e-03	1.0000000000000080e+00
2.5750000000000000e-03	1.0000000000000098e+00
2.6000000000000003e-03	1.0000000000000071e+00
2.6250000000000002e-03	1.0000000000000073e+00
2.6500000000000000e-03	1.0000000000000069e+00
2.6750000000000003e-03	1.0000000000000093e+00
2.7000000000000001e-03	1.0000000000000069e+00
2.7250000000000000e-03	1.0000000000000100e+00
2.7500000000000003e-03	1.0000000000000069e+00
2.7750000000000001e-03	1.0000000000000075e+00
2.8000000000000000e-03	1.0000000000000084e+00
2.8250000000000003e-03	1.0000000000000058e+00
2.8500000000000001e-03	1.0000000000000093e+00
2.8750000000000000e-03	1.0000000000000107e+00
2.9000000000000002e-03	1.0000000000000080e+00
2.9250000000000001e-03	1.0000000000000107e+00
2.9499999999999999e-03	1.0000000000000040e+00
2.9750000000000002e-03	1.0000000000000060e+00
3.0000000000000001e-03	1.0000000000000056e+00
3.0250000000000003e-03	1.0000000000000075e+00
3.0500000000000002e-03	1.0000000000000044e+00
3.0750000000000000e-03	1.0000000000000038e+00
3.1000000000000003e-03	1.0000000000000084e+00
3.1250000000000002e-03	1.0000000000000091e+00
3.1500000000000000e-03	1.0000000000000073e+00
3.1750000000000003e-03	1.0000000000000036e+00
3.2000000000000002e-03	1.0000000000000067e+00
3.2250000000000000e-03	1.0000000000000060e+00
3.2500000000000003e-03	1.0000000000000073e+00
